account_age_days,credit_score_band,kyc_level,avg_monthly_spend,merchant_risk_score,transaction_amount,payment_channel,device_type,is_international,ip_risk_score,txn_count_1h,txn_count_24h,failed_txn_count_24h,geo_distance_from_last_txn,amount_deviation_from_user_mean,post_auth_risk_score,is_fraud,predicted_label,fraud_probability,result
1852,1,1,4477.057298,0.499947,4968.264418,upi,mobile,0,0.158879,3,3,0,56.500847,4819.029175,0.369207,0,0,0.0006,Correct
1960,3,1,4860.197088,0.354236,1952.366441,card,desktop,0,0.246789,2,6,1,6.340295,1790.359871,0.356674,0,0,0.0008,Correct
136,1,3,7793.041485,0.162626,1070.095659,upi,desktop,0,0.485298,0,6,0,42.244578,810.327609,0.265478,0,0,0.0,Correct
645,2,3,3033.926898,0.133976,4396.292508,card,mobile,0,0.526558,3,2,0,25.049154,4295.161611,0.375743,0,0,0.0008,Correct
1082,2,2,1735.960392,0.257251,3393.378327,upi,mobile,1,0.263797,1,2,0,24.603391,3335.512981,0.371781,0,0,0.0008,Correct
692,2,2,3413.665146,0.288624,1915.448445,card,mobile,0,0.347289,0,1,0,97.58096,1801.659607,0.199046,0,0,0.0,Correct
1766,5,1,1536.311829,0.457945,761.060585,bank_transfer,mobile,0,0.053824,1,5,0,32.775591,709.850191,0.065756,0,0,0.0,Correct
1756,4,2,6791.809844,0.387095,1643.892278,bank_transfer,desktop,0,0.4702,0,5,0,6.880974,1417.498616,0.284064,0,0,0.0001,Correct
1307,2,1,2059.107947,0.078288,2421.137262,card,mobile,0,0.413862,1,4,2,1.133874,2352.50033,0.290702,0,0,0.0,Correct
343,5,1,8560.304996,0.189125,3268.152229,upi,mobile,0,0.365081,0,6,0,2.593784,2982.808729,0.188438,0,0,0.0,Correct
1131,2,3,3539.370887,0.07108,2113.169663,card,mobile,0,0.160848,1,3,1,25.416782,1995.190634,0.282483,0,0,0.0,Correct
1443,1,1,8405.2938,0.169628,956.249565,upi,mobile,0,0.024295,0,3,0,35.550654,676.073105,0.046625,0,0,0.0,Correct
1550,3,2,5396.23738,0.493185,3236.904229,upi,mobile,0,0.366955,0,3,1,50.67388,3057.02965,0.284214,0,0,0.0,Correct
1512,4,3,1798.695479,0.231074,1079.832899,card,desktop,0,0.39679,0,3,1,60.868993,1019.876383,0.051523,0,0,0.0,Correct
1779,4,3,4204.847175,0.268868,2818.764743,card,mobile,0,0.243799,1,6,0,24.212669,2678.60317,0.073576,0,0,0.0,Correct
570,5,2,6463.389884,0.318602,1939.245255,card,mobile,0,0.138024,0,4,0,21.766229,1723.798926,0.130318,0,0,0.0,Correct
107,1,3,3564.353665,0.247138,3787.874692,card,desktop,0,0.396075,2,2,0,15.085001,3669.062903,0.082664,0,0,0.0,Correct
1154,3,2,5033.148133,0.374676,717.806464,card,mobile,0,0.627283,1,2,0,21.360793,550.034859,0.337732,0,0,0.0002,Correct
908,1,1,4138.608687,0.423702,5513.246122,card,desktop,0,0.560048,2,1,0,40.641136,5375.292499,0.182191,0,0,0.0,Correct
1498,1,2,4611.594208,0.837039,445.157167,card,mobile,0,0.188763,1,4,0,81.023424,291.43736,0.272351,0,0,0.0,Correct
709,3,2,6384.318003,0.401716,3313.99518,card,desktop,1,0.227711,2,4,0,91.155729,3101.18458,0.27378,0,0,0.0,Correct
1380,1,1,6782.705538,0.343254,1247.305697,card,mobile,0,0.128094,2,4,0,47.306814,1021.215513,0.34504,0,0,0.0003,Correct
1550,4,3,5014.821159,0.522809,1531.034082,card,mobile,0,0.557809,1,4,1,28.633643,1363.873376,0.383234,0,0,0.0021,Correct
667,3,1,8689.162753,0.133314,2840.97695,card,mobile,0,0.309956,0,1,0,25.892616,2551.338191,0.391284,0,0,0.0009,Correct
1190,5,1,2139.556377,0.403888,879.678276,card,desktop,0,0.357095,0,4,0,81.703654,808.35973,0.05308,0,0,0.0,Correct
1156,3,3,5108.705648,0.335617,998.895201,card,mobile,0,0.110591,1,0,0,42.352417,828.605012,0.068777,0,0,0.0,Correct
1256,2,1,6870.850473,0.169231,5596.90244,upi,desktop,0,0.601498,1,1,0,13.261172,5367.874091,0.363257,0,0,0.0003,Correct
1130,5,2,8461.245795,0.071187,299.001243,card,mobile,0,0.340413,1,1,0,67.09133,16.959716,0.357208,0,0,0.0003,Correct
882,2,1,7630.873118,0.247717,1931.122258,wallet,tablet,0,0.24474,2,2,1,21.27598,1676.75982,0.09962,0,0,0.0,Correct
994,1,3,11255.130671,0.29917,4572.129726,card,mobile,0,0.246212,1,4,0,32.029142,4196.958704,0.35449,0,0,0.0004,Correct
1970,1,1,6204.800398,0.341105,719.267885,bank_transfer,desktop,0,0.057593,0,6,0,24.867344,512.441205,0.273547,0,0,0.0,Correct
959,2,1,5324.510255,0.468819,950.248658,upi,tablet,0,0.132726,1,4,0,19.994993,772.764983,0.22955,0,0,0.0,Correct
148,2,2,2012.682292,0.222872,739.848514,card,tablet,0,0.027288,1,1,0,25.817035,672.759105,0.279809,0,0,0.0,Correct
1174,3,2,6520.68084,0.407409,3558.256855,card,desktop,0,0.354114,0,5,2,41.727385,3340.900827,0.043857,0,0,0.0,Correct
1977,4,2,6943.347057,0.171599,2336.162775,upi,mobile,0,0.152501,1,3,1,6.263919,2104.717873,0.05998,0,0,0.0,Correct
1326,4,1,14908.901904,0.133457,2800.733364,upi,mobile,0,0.375118,3,2,0,71.767939,2303.769967,0.173731,0,0,0.0,Correct
1446,2,2,6967.42189,0.464094,3009.856638,upi,mobile,0,0.333296,0,2,1,28.737138,2777.609242,0.356217,0,0,0.0003,Correct
598,2,2,1555.207455,0.219874,1117.703886,card,desktop,0,0.230509,0,2,1,11.31664,1065.863638,0.344855,0,0,0.0002,Correct
1663,2,2,3200.029428,0.502557,6933.09059,wallet,desktop,0,0.161352,3,1,0,51.873066,6826.422943,0.099332,0,0,0.0,Correct
1820,1,3,5295.438099,0.133998,974.62263,card,mobile,0,0.48983,0,4,0,74.480748,798.108027,0.163977,0,0,0.0,Correct
628,2,1,6667.092382,0.522669,2433.404569,bank_transfer,mobile,0,0.366905,1,3,0,7.874516,2211.168156,0.236173,0,0,0.0,Correct
377,4,2,11075.787619,0.090421,846.663169,bank_transfer,mobile,0,0.132729,0,4,0,14.718454,477.470248,0.318058,0,0,0.0001,Correct
801,3,1,5144.859211,0.06904,1733.211912,upi,mobile,0,0.15052,0,1,1,1.348281,1561.716605,0.218622,0,0,0.0,Correct
364,4,3,3630.980311,0.234438,4931.712037,bank_transfer,mobile,0,0.615129,1,1,0,41.524755,4810.67936,0.212959,0,0,0.0,Correct
1753,5,2,6763.00955,0.369786,1682.742394,card,mobile,0,0.188087,1,4,0,57.123817,1457.308743,0.237196,0,0,0.0,Correct
756,2,1,1495.82553,0.364411,2368.844952,upi,mobile,0,0.105912,0,1,1,13.127781,2318.984101,0.196121,0,0,0.0,Correct
1875,2,3,11738.345572,0.044801,2590.924783,bank_transfer,tablet,0,0.10868,4,4,0,43.368456,2199.646597,0.999988,1,1,1.0,Correct
1644,1,2,3894.137943,0.473133,4217.860472,card,mobile,0,0.338609,0,5,0,72.134068,4088.055874,0.045973,0,0,0.0,Correct
1639,2,3,4118.641943,0.220176,962.27902,card,mobile,0,0.355658,1,4,0,24.031366,824.990955,0.132836,0,0,0.0,Correct
1420,1,2,11720.723532,0.116119,2911.189756,bank_transfer,mobile,0,0.226097,1,0,1,15.422274,2520.498972,0.227857,0,0,0.0,Correct
452,5,1,7064.855074,0.325403,1301.433652,wallet,desktop,0,0.46041,1,4,0,1.774264,1065.938483,0.207691,0,0,0.0,Correct
1618,3,3,5327.374715,0.342187,2666.925767,card,mobile,0,0.539923,2,4,0,11.144699,2489.34661,0.020594,0,0,0.0,Correct
526,3,1,5546.706707,0.208708,987.683765,card,mobile,1,0.420522,2,6,0,8.277801,802.793541,0.169545,0,0,0.0,Correct
1426,1,2,8264.388719,0.277308,1667.759433,card,mobile,0,0.059068,1,4,0,9.936463,1392.279809,0.134923,0,0,0.0,Correct
1132,4,3,3295.106256,0.202904,2960.579753,upi,desktop,0,0.241167,1,2,0,61.962304,2850.742878,0.055291,0,0,0.0,Correct
1564,1,3,2308.677303,0.193017,1781.115919,upi,mobile,0,0.063502,1,2,0,0.917611,1704.160009,0.36056,0,0,0.0003,Correct
1589,4,3,4511.594115,0.34019,2215.953493,card,mobile,1,0.199299,2,4,0,52.580786,2065.567023,0.085184,0,0,0.0,Correct
521,1,2,1667.000592,0.267607,3885.219625,bank_transfer,desktop,0,0.140638,4,1,1,33.064581,3829.652938,0.172294,0,0,0.0,Correct
1758,5,1,8304.639289,0.256482,1069.711344,wallet,mobile,0,0.046813,2,2,1,52.266045,792.890034,0.361913,0,0,0.0005,Correct
1250,3,2,1789.789076,0.215796,4103.915074,card,mobile,0,0.270654,0,4,0,17.843807,4044.255438,0.146108,0,0,0.0,Correct
588,4,3,9033.289781,0.211244,1727.219188,bank_transfer,mobile,0,0.239321,1,1,1,81.250533,1426.109529,0.015978,0,0,0.0,Correct
1607,3,2,6454.067369,0.277235,1835.374167,card,mobile,0,0.090598,0,3,0,26.868584,1620.238588,0.266317,0,0,0.0,Correct
49,4,2,3988.442582,0.153171,433.552321,wallet,mobile,0,0.097194,0,1,0,50.907919,300.604235,0.046777,0,0,0.0,Correct
604,3,2,5551.406005,0.338634,3268.068571,upi,mobile,0,0.492221,1,5,0,47.037349,3083.021704,0.01729,0,0,0.0,Correct
76,5,3,4712.006898,0.238767,2709.666237,card,mobile,0,0.235662,1,1,0,39.485992,2552.59934,0.241304,0,0,0.0,Correct
1207,3,1,2811.704965,0.292059,1355.834462,upi,mobile,0,0.157721,2,6,0,41.235023,1262.110963,0.243496,0,0,0.0,Correct
74,4,3,1627.880354,0.403066,4925.88494,card,mobile,0,0.084703,2,3,0,70.466471,4871.622262,0.330938,0,0,0.0001,Correct
1994,4,2,356.237871,0.320511,4780.8787,card,mobile,0,0.245535,1,4,1,49.173773,4769.004105,0.273786,0,0,0.0,Correct
286,3,3,4772.536596,0.060156,1689.723374,upi,mobile,0,0.284661,1,1,2,83.590196,1530.638821,0.18102,0,0,0.0,Correct
431,3,2,6375.75485,0.234107,2533.846245,card,mobile,1,0.406094,1,2,0,40.54995,2321.321083,0.395237,0,0,0.0024,Correct
1683,5,1,1025.749275,0.071921,5160.356906,bank_transfer,mobile,0,0.057037,0,3,1,25.749751,5126.165264,0.170414,0,0,0.0,Correct
255,1,3,6111.772039,0.326852,1224.590444,upi,desktop,0,0.288649,0,2,0,96.287547,1020.86471,0.289647,0,0,0.0,Correct
922,3,3,3947.674835,0.128829,3027.837578,wallet,tablet,0,0.090041,1,1,1,32.450368,2896.248417,0.378251,0,0,0.0026,Correct
223,2,2,7770.446032,0.365415,6555.944388,card,tablet,0,0.228674,0,1,0,56.554941,6296.929521,0.113297,0,0,0.0,Correct
95,3,1,5067.869919,0.156735,250.308732,card,desktop,1,0.139327,1,2,0,43.850484,81.379734,0.057402,0,0,0.0,Correct
1826,2,3,6901.390523,0.226203,965.087578,bank_transfer,mobile,0,0.072731,1,2,1,26.418611,735.041227,0.222765,0,0,0.0,Correct
1609,4,2,4736.202145,0.281713,2221.571721,card,mobile,0,0.098656,1,1,0,1.723869,2063.698317,0.357523,0,0,0.0003,Correct
404,1,2,2108.287212,0.190345,4530.458136,upi,mobile,0,0.246708,0,3,2,6.863,4460.181896,0.371744,0,0,0.0006,Correct
1916,3,1,2229.706773,0.146741,3540.424204,card,mobile,0,0.017487,0,8,1,8.199909,3466.100644,0.116446,0,0,0.0,Correct
1206,2,1,13790.364186,0.371022,3316.885712,card,desktop,0,0.08962,2,4,0,22.330354,2857.206906,0.028489,0,0,0.0,Correct
965,1,1,3043.75025,0.409344,665.90027,upi,desktop,0,0.290514,1,8,0,35.874315,564.441928,0.170385,0,0,0.0,Correct
1176,3,3,5090.278418,0.226863,1189.326302,bank_transfer,mobile,0,0.095608,2,1,1,14.184737,1019.650355,0.085777,0,0,0.0,Correct
507,4,2,7925.075169,0.404418,4196.088257,card,mobile,0,0.181156,0,3,1,26.927425,3931.919084,0.157952,0,0,0.0,Correct
666,3,2,3689.726442,0.249586,541.642592,wallet,mobile,0,0.151977,1,4,0,29.903282,418.651711,0.241485,0,0,0.0,Correct
1687,1,3,2803.822919,0.15162,2259.52045,card,desktop,0,0.568641,1,3,1,19.308143,2166.059686,0.067148,0,0,0.0,Correct
1533,4,3,3924.757589,0.326786,3517.574598,card,desktop,0,0.574702,2,2,1,83.299208,3386.749345,0.394712,0,0,0.0016,Correct
826,3,2,188.595387,0.065152,831.849691,card,mobile,0,0.562744,1,6,0,13.473186,825.563178,0.308811,0,0,0.0001,Correct
440,2,2,11181.787822,0.447094,2421.830116,bank_transfer,mobile,0,0.400117,2,3,0,17.954092,2049.103855,0.322123,0,0,0.0002,Correct
80,2,3,6342.068609,0.414739,4618.360958,wallet,mobile,0,0.195001,1,4,1,30.2061,4406.958671,0.058933,0,0,0.0,Correct
1058,5,3,2423.31831,0.324382,657.172503,bank_transfer,desktop,0,0.231961,0,1,1,1.480302,576.395226,0.013691,0,0,0.0,Correct
1691,4,1,7056.642992,0.285597,6004.318384,card,mobile,0,0.161457,2,7,1,7.464859,5769.096951,0.105049,0,0,0.0,Correct
552,4,1,5202.145514,0.19265,7206.245905,wallet,mobile,0,0.170438,4,1,1,25.574465,7032.841054,0.189951,0,0,0.0,Correct
1083,5,2,4693.850935,0.032678,2047.003091,card,tablet,0,0.435174,3,1,1,20.934153,1890.541393,0.234196,0,0,0.0,Correct
635,3,1,2397.707202,0.05525,2056.580878,card,desktop,0,0.519742,1,4,0,18.998356,1976.657305,0.048341,0,0,0.0,Correct
1293,4,1,3499.033981,0.457155,3286.38451,card,mobile,0,0.357091,1,0,0,3.14944,3169.750044,0.321644,0,0,0.0001,Correct
1334,5,3,1843.11202,0.23161,7718.506914,upi,desktop,0,0.192859,1,2,1,12.587245,7657.069847,0.229466,0,0,0.0,Correct
1762,2,3,2557.599427,0.187143,10305.475474,upi,mobile,0,0.394023,2,3,1,47.483747,10220.22216,0.204897,0,0,0.0,Correct
1432,2,2,2876.238889,0.1353,8001.77043,card,mobile,0,0.154724,0,6,0,1.148905,7905.8958,0.070619,0,0,0.0,Correct
1760,3,3,1083.725436,0.120995,516.48908,wallet,tablet,0,0.34972,1,3,0,24.022424,480.364899,0.268783,0,0,0.0001,Correct
1935,5,2,3066.769361,0.180691,3887.704322,upi,mobile,0,0.624929,2,3,0,5.071954,3785.478677,0.084066,0,0,0.0,Correct
1430,4,2,9223.010425,0.189876,3678.251391,upi,mobile,0,0.07206,1,3,0,15.564601,3370.81771,0.100977,0,0,0.0,Correct
41,2,1,567.363248,0.148704,3946.342581,card,desktop,0,0.120577,1,0,1,44.95022,3927.430473,0.038772,0,0,0.0,Correct
828,4,3,2436.915621,0.103999,522.704912,wallet,desktop,0,0.334979,2,2,1,44.180461,441.474391,0.321293,0,0,0.0001,Correct
1794,3,1,13207.01397,0.464094,3797.754406,wallet,mobile,0,0.062159,2,4,3,19.160563,3357.520607,0.185539,0,0,0.0,Correct
580,4,3,5524.845567,0.4027,1420.010395,card,mobile,0,0.785466,1,2,1,38.824788,1235.848876,0.328799,0,0,0.0002,Correct
1750,5,1,2869.335694,0.493185,672.238077,upi,mobile,0,0.025111,2,1,1,2.935437,576.593553,0.212455,0,0,0.0,Correct
1388,4,3,9355.541328,0.350965,7625.626526,upi,mobile,0,0.333069,2,8,0,17.920167,7313.775149,0.143524,0,0,0.0,Correct
1387,4,1,2612.408915,0.248073,5776.274643,card,mobile,1,0.239661,1,3,0,3.036925,5689.194345,0.362645,0,0,0.0008,Correct
268,3,1,3367.692366,0.462155,1455.262057,upi,mobile,0,0.490857,0,3,0,11.380315,1343.005645,0.065878,0,0,0.0,Correct
499,3,3,6405.914195,0.334206,4451.311989,card,desktop,0,0.202133,0,7,0,42.308287,4237.781516,0.291644,0,0,0.0001,Correct
1478,3,2,4205.197457,0.116048,1401.662013,card,mobile,0,0.023057,0,2,0,52.690685,1261.488764,0.178281,0,0,0.0,Correct
1410,2,1,7684.564303,0.139751,2268.397676,card,mobile,0,0.258242,2,5,0,16.271555,2012.245532,0.109482,0,0,0.0,Correct
1892,4,2,2727.444871,0.331783,1131.52715,card,desktop,0,0.099005,1,0,0,42.130867,1040.612321,0.382419,0,0,0.0005,Correct
1984,1,3,2740.437368,0.049166,4585.053127,upi,desktop,0,0.285189,0,3,1,8.109874,4493.705215,0.160755,0,0,0.0,Correct
1735,4,3,4497.697553,0.221947,2097.895107,card,mobile,0,0.249755,0,2,0,27.027627,1947.971855,0.293102,0,0,0.0,Correct
998,4,2,6289.407635,0.118506,2119.91458,upi,tablet,0,0.148069,0,6,0,18.196062,1910.267659,0.131724,0,0,0.0,Correct
1293,4,3,2254.904558,0.217405,3275.856005,card,desktop,0,0.409343,1,4,0,66.516056,3200.69252,0.208483,0,0,0.0,Correct
722,4,3,3552.052584,0.168956,1271.726773,upi,mobile,0,0.521478,0,3,1,33.217485,1153.32502,0.299203,0,0,0.0,Correct
1450,4,1,1698.383153,0.104139,965.491914,upi,mobile,0,0.138281,1,3,0,14.203192,908.879142,0.003275,0,0,0.0,Correct
866,1,2,6381.721796,0.064834,2448.957809,card,mobile,0,0.740673,1,5,2,40.165616,2236.233749,0.084035,0,0,0.0,Correct
1707,5,3,8862.205956,0.103469,2743.635707,card,mobile,0,0.058106,1,3,1,22.72457,2448.228842,0.263767,0,0,0.0,Correct
753,5,3,6860.165931,0.308126,2270.113212,card,mobile,0,0.129633,1,3,1,10.43745,2041.441015,0.043251,0,0,0.0,Correct
508,2,2,799.40968,0.29271,2512.798817,card,mobile,0,0.188695,1,5,0,3.605635,2486.151828,0.156379,0,0,0.0,Correct
1073,1,2,4867.478473,0.031494,3032.691418,card,mobile,0,0.296324,0,5,0,39.607042,2870.442135,0.216074,0,0,0.0,Correct
1210,2,2,1949.499064,0.240624,101.987504,upi,tablet,0,0.138391,0,1,0,60.735492,37.004202,0.011495,0,0,0.0,Correct
30,3,2,1324.235798,0.339956,2401.748504,upi,mobile,0,0.233504,0,1,1,68.759353,2357.607311,0.073958,0,0,0.0,Correct
820,5,1,9900.827011,0.180845,1226.017361,wallet,desktop,1,0.492688,1,7,1,106.692937,895.989793,0.883509,1,1,1.0,Correct
1249,4,1,12190.252869,0.059503,3671.750155,card,desktop,0,0.416431,1,5,0,33.087526,3265.408393,0.22042,0,0,0.0,Correct
688,1,3,6165.132371,0.192878,3065.399163,wallet,desktop,0,0.330586,0,0,0,0.829357,2859.894751,0.320988,0,0,0.0001,Correct
1580,4,1,2892.940926,0.034993,2957.29254,card,desktop,0,0.165417,1,2,0,73.470151,2860.861176,0.213404,0,0,0.0,Correct
212,4,3,6649.13923,0.390065,1909.922576,card,mobile,0,0.082244,0,2,1,16.261081,1688.284601,0.383913,0,0,0.001,Correct
767,1,2,2278.695936,0.200722,2509.209745,card,mobile,0,0.055832,2,3,0,61.179108,2433.253213,0.234882,0,0,0.0,Correct
1477,4,1,6364.204858,0.132636,1270.893988,card,mobile,0,0.483977,1,1,0,8.378175,1058.753826,0.399286,0,0,0.0016,Correct
1958,3,3,8252.141824,0.105701,9983.506781,card,desktop,0,0.361059,0,4,0,3.063113,9708.435387,0.160716,0,0,0.0,Correct
1730,1,3,6363.598398,0.2108,937.113679,wallet,mobile,1,0.212841,1,4,2,95.289974,724.993733,0.167603,0,0,0.0,Correct
1032,4,3,3999.862609,0.329885,3456.996636,upi,mobile,0,0.324196,2,5,0,22.286797,3323.667883,0.366635,0,0,0.0009,Correct
195,5,1,2713.306123,0.477511,3999.435678,wallet,tablet,0,0.558269,1,4,1,57.315398,3908.992141,0.05859,0,0,0.0,Correct
1141,1,3,4251.111757,0.166563,1039.316971,card,mobile,0,0.377299,1,3,0,0.100307,897.613246,0.264823,0,0,0.0,Correct
686,1,2,5648.912777,0.18737,1997.863604,card,desktop,0,0.257001,1,5,0,80.790706,1809.566511,0.065506,0,0,0.0,Correct
1032,2,2,1146.950063,0.28504,1540.379249,card,mobile,0,0.203208,2,3,0,44.473147,1502.14758,0.357974,0,0,0.0004,Correct
1767,1,1,2197.756726,0.202845,1582.685214,upi,mobile,0,0.192767,1,4,0,19.023469,1509.426656,0.333482,0,0,0.0002,Correct
408,1,2,10185.506478,0.24049,4135.418482,upi,desktop,0,0.396205,0,2,1,52.635638,3795.901599,0.103355,0,0,0.0,Correct
1885,2,2,6330.906437,0.097174,3799.322723,card,mobile,0,0.243854,2,5,0,1.672179,3588.292508,0.133647,0,0,0.0,Correct
1907,5,3,4626.455436,0.190216,553.830995,bank_transfer,desktop,0,0.267102,2,6,2,64.19675,399.615813,0.131126,0,0,0.0,Correct
1219,5,3,6016.996103,0.12563,2436.962119,card,mobile,0,0.243853,1,4,1,12.43244,2236.395582,0.077975,0,0,0.0,Correct
1324,1,2,5367.330818,0.373253,233.017852,card,mobile,0,0.469789,1,4,0,11.044966,54.106825,0.354915,0,0,0.0005,Correct
364,2,1,1036.852035,0.189568,1150.414059,upi,mobile,0,0.099293,1,4,0,41.724367,1115.852325,0.122984,0,0,0.0,Correct
1507,2,1,9573.074404,0.664033,230.514034,card,tablet,0,0.687742,1,5,0,13.153038,-88.588446,0.830411,1,1,1.0,Correct
482,1,3,3790.051896,0.539872,2900.308404,card,desktop,0,0.025914,0,3,0,26.915722,2773.97334,0.242008,0,0,0.0,Correct
1701,5,2,2985.870267,0.132649,851.833596,wallet,mobile,0,0.082609,1,5,0,16.73017,752.304587,0.204682,0,0,0.0,Correct
1286,4,3,3757.683017,0.205937,1203.412869,upi,mobile,0,0.084237,2,2,0,7.594845,1078.156768,0.335565,0,0,0.0001,Correct
468,2,3,2168.565148,0.488015,844.342941,upi,desktop,0,0.394462,0,1,0,17.586142,772.057436,0.126764,0,0,0.0,Correct
1709,5,2,5234.88351,0.103469,2842.489561,card,mobile,0,0.242968,1,7,0,28.146786,2667.993444,0.372471,0,0,0.0015,Correct
1812,2,3,3154.603849,0.454049,2925.146184,card,mobile,0,0.058308,2,3,0,27.644493,2819.992723,0.315475,0,0,0.0001,Correct
1118,2,2,3423.949317,0.550107,4393.989189,upi,mobile,0,0.084828,3,3,0,21.179739,4279.857545,0.113053,0,0,0.0,Correct
1319,3,1,5595.788128,0.22463,382.580914,card,mobile,1,0.401543,3,7,0,46.49278,196.054643,0.896675,1,1,1.0,Correct
784,3,3,4973.77666,0.387741,2024.539706,upi,mobile,0,0.422127,0,4,0,19.605214,1858.747151,0.183612,0,0,0.0,Correct
213,5,2,6318.320174,0.178147,208.212695,card,mobile,0,0.15639,0,3,0,10.460844,-2.397977,0.294339,0,0,0.0,Correct
514,5,2,5860.777189,0.509203,4902.570054,card,mobile,0,0.188999,1,2,0,24.266953,4707.210814,0.033115,0,0,0.0,Correct
309,1,2,6116.429738,0.158997,2385.557224,card,mobile,0,0.202415,1,2,1,49.094652,2181.676233,0.053158,0,0,0.0,Correct
680,2,2,2806.133374,0.299341,1445.251474,card,mobile,0,0.786724,2,4,1,34.250899,1351.713695,0.245712,0,0,0.0,Correct
821,4,1,773.17621,0.16553,1792.637432,bank_transfer,mobile,0,0.107506,1,2,0,58.306026,1766.864892,0.077946,0,0,0.0,Correct
1718,5,2,2396.485694,0.422118,2548.266852,card,mobile,0,0.316076,1,2,0,30.154292,2468.383996,0.358952,0,0,0.0004,Correct
784,2,2,3724.74471,0.488389,1412.172279,card,mobile,0,0.201114,2,2,0,16.936092,1288.014122,0.222659,0,0,0.0,Correct
900,3,2,5178.548818,0.171157,5219.280232,wallet,mobile,0,0.085852,0,6,0,16.216271,5046.661938,0.957675,1,1,1.0,Correct
161,1,2,3743.821483,0.136756,2411.479287,card,mobile,0,0.257153,3,2,1,14.339569,2286.685238,0.169487,0,0,0.0,Correct
1129,1,3,3008.137142,0.025253,2427.733813,wallet,mobile,0,0.099095,0,6,1,35.389675,2327.462575,0.138177,0,0,0.0,Correct
1084,5,3,5012.359327,0.122242,598.87747,card,mobile,0,0.138337,2,4,1,49.109314,431.798826,0.091604,0,0,0.0,Correct
368,4,2,11163.5357,0.306522,5109.226836,wallet,mobile,0,0.570416,2,4,0,48.24377,4737.108979,0.119723,0,0,0.0,Correct
1297,2,1,5605.876992,0.249023,1742.633088,upi,desktop,0,0.246042,1,1,1,28.326441,1555.770522,0.134101,0,0,0.0,Correct
888,3,2,1064.348996,0.421713,2228.885816,wallet,mobile,0,0.117525,0,0,0,80.012318,2193.407516,0.084541,0,0,0.0,Correct
1292,5,3,7778.55987,0.552384,700.294446,bank_transfer,mobile,0,0.197662,0,2,0,73.676935,441.009117,0.165725,0,0,0.0,Correct
1195,3,1,6496.533951,0.153717,2997.724787,card,tablet,0,0.327708,2,4,0,5.863159,2781.173656,0.216547,0,0,0.0,Correct
423,4,1,14681.494181,0.387888,315.087404,wallet,mobile,0,0.057685,1,4,1,1.376475,-174.295735,0.214131,0,0,0.0,Correct
1467,4,1,5949.876308,0.110561,4244.075675,bank_transfer,mobile,0,0.201772,1,1,0,2.823177,4045.746465,0.309744,0,0,0.0001,Correct
64,3,1,2308.132949,0.506412,4172.990997,upi,mobile,0,0.254324,1,2,0,35.598055,4096.053232,0.091964,0,0,0.0,Correct
1114,1,2,4352.849268,0.048809,4661.427843,card,mobile,0,0.201089,1,2,0,9.876091,4516.332868,0.042039,0,0,0.0,Correct
912,3,1,9498.068549,0.08835,4331.815712,upi,mobile,0,0.44312,5,5,1,90.286427,4015.213427,0.098001,0,0,0.0,Correct
1594,4,2,17902.128032,0.357323,1249.207651,card,mobile,0,0.363993,1,6,0,35.556402,652.47005,0.00046,0,0,0.0,Correct
1122,4,3,4633.728785,0.258033,1785.843061,card,mobile,0,0.087655,2,4,0,84.959795,1631.385435,0.386628,0,0,0.0014,Correct
234,5,1,1985.251646,0.108486,2996.152604,card,mobile,1,0.141067,0,2,0,4.082932,2929.977549,0.066775,0,0,0.0,Correct
88,4,3,2202.521076,0.117634,1009.573492,upi,mobile,0,0.340476,2,2,0,28.306634,936.156123,0.002283,0,0,0.0,Correct
376,2,2,3183.538637,0.070816,1851.018502,wallet,desktop,1,0.178076,0,3,0,7.189447,1744.900548,0.166404,0,0,0.0,Correct
901,4,1,7893.618935,0.159318,3227.980521,upi,mobile,0,0.218356,1,3,1,48.076203,2964.85989,0.098592,0,0,0.0,Correct
1746,3,2,2319.957782,0.411981,4595.340482,upi,desktop,0,0.51864,2,1,0,1.959957,4518.008556,0.312928,0,0,0.0001,Correct
1108,2,2,917.381809,0.117634,4226.206342,bank_transfer,desktop,0,0.773746,3,2,0,45.238738,4195.626949,0.143122,0,0,0.0,Correct
67,1,3,4625.249529,0.183637,619.941358,card,mobile,0,0.214724,1,3,1,16.185349,465.766374,0.305895,0,0,0.0001,Correct
338,2,3,2896.064323,0.55875,2098.291355,card,mobile,0,0.490948,1,0,0,35.528212,2001.755878,0.252239,0,0,0.0,Correct
157,1,2,5254.722293,0.432018,2166.561422,card,mobile,1,0.213693,1,3,2,80.748824,1991.404012,0.217294,0,0,0.0,Correct
254,3,1,9318.247038,0.370462,5690.316089,card,mobile,0,0.167605,3,5,0,24.998108,5379.707855,0.189841,0,0,0.0,Correct
1407,4,1,4860.179096,0.156933,992.94647,card,mobile,0,0.667528,0,10,0,55.794098,830.9405,0.028105,0,0,0.0,Correct
1913,3,3,7935.208303,0.432705,2815.17398,upi,mobile,0,0.238012,2,4,0,49.826785,2550.667037,0.018438,0,0,0.0,Correct
722,3,2,518.654012,0.429415,334.613587,card,desktop,0,0.348023,2,3,0,22.092226,317.32512,0.353806,0,0,0.0004,Correct
1036,3,3,4081.982727,0.180112,4172.865843,upi,mobile,0,0.099467,3,1,0,62.219589,4036.799752,0.134029,0,0,0.0,Correct
